intent,actions,text-embedding-ada-002_actions,text-embedding-ada-002_precision,text-embedding-ada-002_recall,text-embedding-ada-002_f1,text2vec-base-chinese_actions,text2vec-base-chinese_precision,text2vec-base-chinese_recall,text2vec-base-chinese_f1,siamese-bert_actions,siamese_precision,siamese_recall,siamese_f1,cross_actions,cross_precision,cross_recall,cross_f1,text-similarity-davinci-001_actions,text-similarity-davinci-001_precision,text-similarity-davinci-001_recall,text-similarity-davinci-001_f1,text-similarity-ada-001_actions,text-similarity-ada-001_precision,text-similarity-ada-001_recall,text-similarity-ada-001_f1,text-similarity-curie-001_actions,text-similarity-curie-001_precision,text-similarity-curie-001_recall,text-similarity-curie-001_f1,text-similarity-babbage-001_actions,text-similarity-babbage-001_precision,text-similarity-babbage-001_recall,text-similarity-babbage-001_f1
如果到家距离小于5km，则为我用百度地图叫一辆车去回家,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.RequestRide']","['phone.actions.RequestRide', 'phone.scenes.Leave', 'phone.scenes.Arrive']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.actions.GetDirections']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.Conditional', 'phone.actions.GetDistance']",1,1,1,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.RequestRide']",1,1,1,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.scenes.CarPlay']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.actions.WeatherCurrentConditions']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.actions.GetCurrentLocation']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.actions.SearchLocalFacilities']",0.333333333,0.333333333,0.333333333
获取照片库最近的1张gif图片，并将照片拆分为单独的帧,"['phone.actions.GetLastPhoto', 'phone.actions.GetFramesFromImage']","['phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto', 'phone.actions.GetLastVideo']",0.666666667,1,0.8,"['phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto', 'phone.actions.GetLastVideo']",0.666666667,1,0.8,"['phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto', 'phone.actions.MakeGif']",0.666666667,1,0.8,"['phone.actions.GetFramesFromImage', 'phone.actions.MakeGif', 'phone.actions.GetLastVideo']",0.333333333,0.5,0.4,"['phone.actions.GetLastPhoto', 'phone.actions.GetFramesFromImage', 'phone.actions.GetLastVideo']",0.666666667,1,0.8,"['phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto', 'phone.actions.GetLastVideo']",0.666666667,1,0.8,"['phone.actions.GetLastPhoto', 'phone.actions.GetFramesFromImage', 'phone.actions.GetLastVideo']",0.666666667,1,0.8,"['phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto', 'phone.actions.GetLastVideo']",0.666666667,1,0.8
当到学校时向家人发消息报平安,"['phone.scenes.Arrive', 'phone.actions.SendMessage']","['phone.actions.CreateAlarm', 'phone.actions.SetBlueTooth', 'phone.scenes.IsClock']",0,0,0,"['phone.actions.Contacts', 'phone.scenes.Arrive', 'phone.actions.WeatherConditions']",0.333333333,0.5,0.4,"['phone.scenes.Arrive', 'phone.actions.Folder', 'phone.scenes.Email']",0.333333333,0.5,0.4,"['phone.scenes.Arrive', 'phone.actions.Folder', 'phone.actions.Contacts']",0.333333333,0.5,0.4,"['phone.scenes.IsDNDState', 'phone.actions.SearchWeb', 'phone.actions.GetCurrentLocation']",0,0,0,"['phone.scenes.IsClock', 'phone.actions.CreateAlarm', 'phone.scenes.Leave']",0,0,0,"['phone.scenes.IsApplication', 'phone.scenes.IsDNDState', 'phone.actions.GetCurrentLocation']",0,0,0,"['phone.actions.AirDropDocument', 'phone.actions.GetTextFromPdf', 'phone.scenes.Message']",0,0,0
如果现在外面在下大雨，则随机播放歌曲，否则导航到附近火锅店,"['phone.scenes.IsWeatherCondition', 'phone.actions.PlayMusic', 'phone.actions.GetDirections']","['phone.scenes.IsWeatherCondition', 'phone.actions.WeatherCurrentConditions', 'phone.actions.PlayMusic']",0.666666667,0.666666667,0.666666667,"['phone.actions.Conditional', 'phone.actions.RequestRide', 'phone.actions.SendEmail']",0,0,0,"['phone.actions.GetDirections', 'phone.actions.PlayMusic', 'phone.actions.FilterMusic']",0.666666667,0.666666667,0.666666667,"['phone.actions.PlayMusic', 'phone.actions.FilterMusic', 'phone.actions.GetPlaylist']",0.333333333,0.333333333,0.333333333,"['phone.scenes.IsWeatherCondition', 'phone.actions.WeatherCurrentConditions', 'phone.actions.PlayMusic']",0.666666667,0.666666667,0.666666667,"['phone.actions.PlayMusic', 'phone.actions.GetPlaylist', 'phone.scenes.IsWeatherCondition']",0.666666667,0.666666667,0.666666667,"['phone.scenes.IsWeatherCondition', 'phone.actions.GetCurrentSong', 'phone.actions.PlayMusic']",0.666666667,0.666666667,0.666666667,"['phone.scenes.IsWeatherCondition', 'phone.actions.GetPlaylist', 'phone.actions.PlayMusic']",0.666666667,0.666666667,0.666666667
如果温度超过30℃，则为我用腾讯地图叫一辆车去学校,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.RequestRide']","['phone.actions.RequestRide', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions']",0.666666667,0.5,0.571428571,"['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286,"['phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.WeatherForecast']",1,0.75,0.857142857,"['phone.actions.WeatherConditions', 'phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions']",0.666666667,0.5,0.571428571,"['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.RequestRide', 'phone.actions.WeatherCurrentConditions', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286,"['phone.actions.RequestRide', 'phone.scenes.IsWeatherCondition', 'phone.scenes.CarPlay']",0.333333333,0.25,0.285714286,"['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286
获取昆明天气，如果最低温度低于10℃，则发消息邀请朋友吃火锅,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.SendMessage']","['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286,"['phone.scenes.LowBatteryMode', 'phone.scenes.Email', 'phone.actions.SendEmail']",0,0,0,"['phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.WeatherForecast']",1,0.75,0.857142857,"['phone.actions.WeatherConditions', 'phone.actions.WeatherForecast', 'phone.scenes.IsWeatherCondition']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286,"['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.actions.SendMessage']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherCurrentConditions', 'phone.scenes.IsWeatherCondition', 'phone.actions.WeatherConditions']",0.333333333,0.25,0.285714286
如果当前打开了阅读软件，则关闭蓝牙，然后打开飞行模式,"['phone.scenes.IsApplication', 'phone.actions.SetBlueTooth', 'phone.actions.SetAirplaneMode']","['phone.actions.SetAirplaneMode', 'phone.actions.SetBlueTooth', 'phone.scenes.IsAirplaneModeState']",0.666666667,0.666666667,0.666666667,"['phone.actions.SetBlueTooth', 'phone.actions.SetAirplaneMode', 'phone.scenes.IsBlueTooth']",0.666666667,0.666666667,0.666666667,"['phone.actions.SetBlueTooth', 'phone.actions.SetAirplaneMode', 'phone.scenes.IsApplication']",1,1,1,"['phone.scenes.IsApplication', 'phone.actions.SetAirplaneMode', 'phone.actions.SetBlueTooth']",1,1,1,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.IsBlueTooth']",0.333333333,0.333333333,0.333333333,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsClock', 'phone.actions.Conditional']",0.333333333,0.333333333,0.333333333,"['phone.actions.SetAirplaneMode', 'phone.actions.SetBlueTooth', 'phone.scenes.IsAirplaneModeState']",0.666666667,0.666666667,0.666666667,"['phone.actions.SetAirplaneMode', 'phone.actions.SetBlueTooth', 'phone.scenes.IsClock']",0.666666667,0.666666667,0.666666667
如果在13点，则将打开播客，搜索美国的泰勒,"['phone.scenes.IsTime', 'phone.actions.OpenApp', 'phone.actions.SearchPodcasts']","['phone.actions.SearchWeb', 'phone.actions.SetBlueTooth', 'phone.scenes.CarPlay']",0,0,0,"['phone.actions.SearchPodcasts', 'phone.actions.Delay', 'phone.actions.GetItemFromList']",0.333333333,0.333333333,0.333333333,"['phone.actions.SearchPodcasts', 'phone.actions.MoveWindow', 'phone.actions.OpenApp']",0.666666667,0.666666667,0.666666667,"['phone.actions.SearchPodcasts', 'phone.actions.OpenApp', 'phone.actions.MoveWindow']",0.666666667,0.666666667,0.666666667,"['phone.actions.SearchPodcasts', 'phone.actions.SearchWeb', 'phone.scenes.CarPlay']",0.333333333,0.333333333,0.333333333,"['phone.actions.SearchPodcasts', 'phone.actions.GetPlaylist', 'phone.actions.GetLastVideo']",0.333333333,0.333333333,0.333333333,"['phone.actions.SearchPodcasts', 'phone.scenes.IsClock', 'phone.scenes.IsApplication']",0.333333333,0.333333333,0.333333333,"['phone.actions.SearchPodcasts', 'phone.actions.GetPlaylist', 'phone.actions.SearchWeb']",0.333333333,0.333333333,0.333333333
"当到达地铁站时,打开微信乘车码","['phone.scenes.Arrive', 'phone.actions.OpenApp']","['phone.actions.RequestRide', 'phone.actions.SetAirplaneMode', 'phone.actions.SetBlueTooth']",0,0,0,"['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.actions.AirDropDocument']",0.333333333,0.5,0.4,"['phone.scenes.Arrive', 'phone.actions.OpenApp', 'phone.scenes.Message']",0.666666667,1,0.8,"['phone.scenes.Arrive', 'phone.actions.OpenApp', 'phone.scenes.Message']",0.666666667,1,0.8,"['phone.actions.SearchWeb', 'phone.scenes.CarPlay', 'phone.actions.GetCurrentLocation']",0,0,0,"['phone.actions.RequestRide', 'phone.actions.SetAirplaneMode', 'phone.scenes.IsClock']",0,0,0,"['phone.scenes.IsApplication', 'phone.scenes.CarPlay', 'phone.actions.RequestRide']",0,0,0,"['phone.actions.AirDropDocument', 'phone.actions.SetAirplaneMode', 'phone.scenes.CarPlay']",0,0,0
当离自己家3km的时候，向父母邮箱发送消息“我快到家了”,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.SendEmail']","['phone.scenes.Leave', 'phone.actions.RequestRide', 'phone.scenes.Arrive']",0,0,0,"['phone.scenes.Arrive', 'phone.scenes.Email', 'phone.actions.RequestRide']",0,0,0,"['phone.scenes.Arrive', 'phone.actions.SendEmail', 'phone.actions.RequestRide']",0.333333333,0.333333333,0.333333333,"['phone.scenes.Arrive', 'phone.actions.RequestRide', 'phone.actions.GetDistance']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetDirections', 'phone.scenes.Email', 'phone.scenes.Message']",0,0,0,"['phone.scenes.Message', 'phone.actions.RequestRide', 'phone.scenes.Email']",0,0,0,"['phone.actions.SendMessage', 'phone.scenes.Message', 'phone.scenes.IsApplication']",0,0,0,"['phone.actions.RequestRide', 'phone.scenes.Message', 'phone.scenes.Email']",0,0,0
获取本地天气信息，如果降水概率超过50%则将今天就要下雨了添加到音乐播放,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.AddToPlaylist']","['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.Conditional', 'phone.actions.SendMessage', 'phone.actions.WeatherConditions']",0.666666667,0.5,0.571428571,"['phone.scenes.IsWeatherCondition', 'phone.actions.WeatherConditions', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.actions.AddToPlaylist']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.actions.PlayMusic']",0.333333333,0.25,0.285714286,"['phone.actions.AddToPlaylist', 'phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions']",0.666666667,0.5,0.571428571,"['phone.actions.PlayMusic', 'phone.actions.AddToPlaylist', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286
当电量低于5%时打开飞行模式,"['phone.scenes.GetBatteryCapacity', 'phone.actions.SetAirplaneMode']","['phone.actions.SetAirplaneMode', 'phone.scenes.LowBatteryMode', 'phone.scenes.IsAirplaneModeState']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.LowBatteryMode', 'phone.scenes.IsAirplaneModeState']",0.333333333,0.5,0.4,"['phone.scenes.LowBatteryMode', 'phone.scenes.GetBatteryCapacity', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.scenes.GetBatteryCapacity', 'phone.actions.SetBlueTooth', 'phone.scenes.LowBatteryMode']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.LowBatteryMode', 'phone.scenes.IsAirplaneModeState']",0.333333333,0.5,0.4,"['phone.scenes.LowBatteryMode', 'phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.LowBatteryMode', 'phone.scenes.IsAirplaneModeState']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.LowBatteryMode']",0.333333333,0.5,0.4
当手机电量低于20%，则为我在方圆5km内找一家超市,"['phone.scenes.GetBatteryCapacity', 'phone.actions.SearchLocalFacilities']","['phone.scenes.LowBatteryMode', 'phone.scenes.GetBatteryCapacity', 'phone.scenes.IsCharge']",0.333333333,0.5,0.4,"['phone.actions.Conditional', 'phone.scenes.LowBatteryMode', 'phone.actions.RequestRide']",0,0,0,"['phone.actions.SearchLocalFacilities', 'phone.scenes.GetBatteryCapacity', 'phone.scenes.IsCharge']",0.666666667,1,0.8,"['phone.actions.SearchLocalFacilities', 'phone.scenes.IsCharge', 'phone.actions.AirDropDocument']",0.333333333,0.5,0.4,"['phone.scenes.LowBatteryMode', 'phone.scenes.CarPlay', 'phone.scenes.GetBatteryCapacity']",0.333333333,0.5,0.4,"['phone.actions.WeatherCurrentConditions', 'phone.actions.RequestRide', 'phone.actions.SearchLocalFacilities']",0.333333333,0.5,0.4,"['phone.scenes.LowBatteryMode', 'phone.actions.SearchLocalFacilities', 'phone.actions.GetCurrentLocation']",0.333333333,0.5,0.4,"['phone.actions.SearchLocalFacilities', 'phone.actions.RequestRide', 'phone.scenes.Leave']",0.333333333,0.5,0.4
连接上WiFi，则打开应用商店更新软件,"['phone.scenes.IsNetwork', 'phone.actions.OpenApp']","['phone.actions.SetBlueTooth', 'phone.actions.OpenApp', 'phone.actions.SetAirplaneMode']",0.333333333,0.5,0.4,"['phone.scenes.IsApplication', 'phone.actions.OpenApp', 'phone.scenes.IsNetwork']",0.666666667,1,0.8,"['phone.scenes.IsNetwork', 'phone.actions.OpenApp', 'phone.actions.MoveWindow']",0.666666667,1,0.8,"['phone.actions.OpenApp', 'phone.scenes.IsNetwork', 'phone.actions.MoveWindow']",0.666666667,1,0.8,"['phone.actions.SearchWeb', 'phone.scenes.IsApplication', 'phone.actions.AirDropDocument']",0,0,0,"['phone.actions.SetAirplaneMode', 'phone.actions.OpenApp', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.OpenApp', 'phone.actions.SetAirplaneMode', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.OpenApp', 'phone.actions.AirDropDocument', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4
如果到学校的直线距离大于3km，则显示到学校的公交地铁导航路线,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.GetDirections']","['phone.actions.GetDirections', 'phone.actions.RequestRide', 'phone.scenes.Arrive']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetDirections', 'phone.scenes.Arrive', 'phone.actions.RequestRide']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.SearchLocalFacilities']",0.666666667,0.666666667,0.666666667,"['phone.actions.GetDistance', 'phone.actions.SearchLocalFacilities', 'phone.actions.Conditional']",0.666666667,0.666666667,0.666666667,"['phone.actions.GetDirections', 'phone.actions.RequestRide', 'phone.actions.WeatherForecast']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.actions.CalculateExpression']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetDirections', 'phone.actions.RequestRide', 'phone.scenes.IsApplication']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.scenes.Arrive']",0.333333333,0.333333333,0.333333333
如果在夜间则将飞行模式打开,"['phone.scenes.IsTime', 'phone.actions.SetAirplaneMode']","['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.SetBlueTooth']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsClock', 'phone.scenes.IsAirplaneModeState']",0.333333333,0.5,0.4,"['phone.scenes.IsAirplaneModeState', 'phone.actions.SetAirplaneMode', 'phone.scenes.IsTime']",0.666666667,1,0.8,"['phone.scenes.IsAirplaneModeState', 'phone.actions.SetAirplaneMode', 'phone.scenes.IsTime']",0.666666667,1,0.8,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.IsDNDState']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.IsClock']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.SetBlueTooth']",0.333333333,0.5,0.4
如果到电影院距离超过5km，则为我用高德地图叫一辆车去电影院,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.RequestRide']","['phone.actions.RequestRide', 'phone.actions.SearchLocalFacilities', 'phone.scenes.Leave']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.actions.GetDirections']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.RequestRide']",1,1,1,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.SearchLocalFacilities']",0.666666667,0.666666667,0.666666667,"['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.actions.GetDirections']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetLastVideo', 'phone.actions.GetDirections']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.scenes.IsApplication']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.scenes.Leave']",0.333333333,0.333333333,0.333333333
如果到降水概率超过50%，则为我用高德地图叫一辆车去公司,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.RequestRide']","['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.scenes.Leave']",0.333333333,0.25,0.285714286,"['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.actions.AirDropDocument']",0.333333333,0.25,0.285714286,"['phone.actions.Conditional', 'phone.actions.RequestRide', 'phone.actions.SendMessage']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherConditions', 'phone.actions.WeatherForecast', 'phone.scenes.IsWeatherCondition']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.actions.RequestRide', 'phone.scenes.CarPlay']",0.666666667,0.5,0.571428571,"['phone.actions.RequestRide', 'phone.actions.WeatherCurrentConditions', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286,"['phone.scenes.IsWeatherCondition', 'phone.actions.RequestRide', 'phone.scenes.CarPlay']",0.333333333,0.25,0.285714286,"['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.scenes.Leave']",0.333333333,0.25,0.285714286
获取上海天气，如果降雨概率超过50%发消息提醒上海的父亲记得带伞,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.SendMessage']","['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.RequestRide']",0.666666667,0.5,0.571428571,"['phone.actions.Conditional', 'phone.actions.SendMessage', 'phone.actions.WeatherConditions']",1,0.75,0.857142857,"['phone.actions.WeatherConditions', 'phone.scenes.IsWeatherCondition', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.actions.CreateAlarm']",0.333333333,0.25,0.285714286,"['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.scenes.IsWeatherCondition']",0.333333333,0.25,0.285714286,"['phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherForecast']",0.666666667,0.5,0.571428571
当到家时向朋友发消息报平安,"['phone.scenes.Arrive', 'phone.actions.SendMessage']","['phone.actions.CreateAlarm', 'phone.actions.SetBlueTooth', 'phone.scenes.Leave']",0,0,0,"['phone.actions.WeatherConditions', 'phone.actions.Contacts', 'phone.actions.WeatherForecast']",0,0,0,"['phone.scenes.Arrive', 'phone.actions.SendMessage', 'phone.actions.Folder']",0.666666667,1,0.8,"['phone.scenes.Arrive', 'phone.actions.Folder', 'phone.actions.Contacts']",0.333333333,0.5,0.4,"['phone.scenes.IsDNDState', 'phone.scenes.Message', 'phone.scenes.GetBatteryCapacity']",0,0,0,"['phone.scenes.IsClock', 'phone.actions.WeatherCurrentConditions', 'phone.scenes.Message']",0,0,0,"['phone.scenes.IsApplication', 'phone.scenes.Message', 'phone.scenes.IsDNDState']",0,0,0,"['phone.actions.AirDropDocument', 'phone.scenes.Message', 'phone.actions.Contacts']",0,0,0
如果当前app是音乐app，则打开手机蓝牙，以供与蓝牙耳机连接,"['phone.scenes.IsApplication', 'phone.actions.SetBlueTooth']","['phone.actions.SetBlueTooth', 'phone.actions.PlayMusic', 'phone.scenes.IsBlueTooth']",0.333333333,0.5,0.4,"['phone.scenes.IsBlueTooth', 'phone.actions.SetBlueTooth', 'phone.actions.GetCurrentSong']",0.333333333,0.5,0.4,"['phone.scenes.IsApplication', 'phone.actions.SetBlueTooth', 'phone.scenes.LowBatteryMode']",0.666666667,1,0.8,"['phone.actions.SetBlueTooth', 'phone.scenes.LowBatteryMode', 'phone.scenes.IsApplication']",0.666666667,1,0.8,"['phone.actions.PlayMusic', 'phone.actions.GetCurrentSong', 'phone.actions.AddToPlaylist']",0,0,0,"['phone.actions.GetCurrentSong', 'phone.actions.PlayMusic', 'phone.actions.AddToPlaylist']",0,0,0,"['phone.actions.GetCurrentSong', 'phone.actions.PlayMusic', 'phone.actions.AddToPlaylist']",0,0,0,"['phone.actions.PlayMusic', 'phone.actions.AddToPlaylist', 'phone.actions.GetCurrentSong']",0,0,0
如果收到邮件，则向发送方发送应答消息（已收到),"['phone.scenes.Email', 'phone.actions.SendEmail']","['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.SendMessage']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.SendMessage']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.actions.Folder', 'phone.scenes.Message']",0.333333333,0.5,0.4,"['phone.actions.SendEmail', 'phone.scenes.Email', 'phone.actions.Folder']",0.666666667,1,0.8,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.SendMessage']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.SendMessage']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.SendMessage']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.SendMessage']",0.333333333,0.5,0.4
如果体感温度低于0度，则为我在方圆10km内找一家火锅店,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.Conditional', 'phone.actions.SearchLocalFacilities']","['phone.scenes.IsWeatherCondition', 'phone.actions.WeatherCurrentConditions', 'phone.actions.SearchLocalFacilities']",0.333333333,0.25,0.285714286,"['phone.actions.SetAirplaneMode', 'phone.actions.Conditional', 'phone.scenes.Arrive']",0.333333333,0.25,0.285714286,"['phone.actions.Conditional', 'phone.actions.WeatherConditions', 'phone.actions.WeatherForecast']",1,0.75,0.857142857,"['phone.actions.Conditional', 'phone.actions.WeatherConditions', 'phone.actions.RequestRide']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.scenes.LowBatteryMode', 'phone.actions.SearchWeb']",0.333333333,0.25,0.285714286,"['phone.actions.WeatherCurrentConditions', 'phone.scenes.Leave', 'phone.scenes.IsWeatherCondition']",0,0,0,"['phone.actions.SearchLocalFacilities', 'phone.scenes.IsWeatherCondition', 'phone.actions.GetCurrentLocation']",0.333333333,0.25,0.285714286,"['phone.actions.RequestRide', 'phone.actions.SearchLocalFacilities', 'phone.scenes.Leave']",0.333333333,0.25,0.285714286
